,label,sentence,len_sentence
1041,0,"A man plays a piano painted with an image of a woman on it. Based on that information, is the claim A man plays a piano. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",45
1042,1,"A couple look into the camera as the foreground is filled with balloons. Based on that information, is the claim The couple is celebrating an important event. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",46
1043,2,"Fireworks light up the night as a man stands on stage. Based on that information, is the claim The man is studying quietly in the house. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",46
1044,2,"A boy in a gray and yellow jacket is raising his hand in front of others sitting around him. Based on that information, is the claim A boy is dancing for his friends. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",52
1045,2,"Two men are in blue life jackets and sitting on innertubes with ""Crusher"" written on them in the middle of a body of water. Based on that information, is the claim Two men sit on a couch. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",61
1046,2,"Two men are laying floor tiles in a doorway. Based on that information, is the claim Two men are being lazy. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",40
1047,2,"A large audience of people seated at banquet tables is watching the happenings on a stage surrounded by blue curtains. Based on that information, is the claim The large audience is standing and cheering. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",54
1048,1,"A man partly draped in a green and orange flag rests his arms on two others while standing in a crowd. Based on that information, is the claim A man rests on his friends after a championship fight. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",57
1049,0,"Dog running with a purple toy in the snowy field. Based on that information, is the claim A dog is running. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",40
1050,0,"An older, barefoot boy is talking to a younger, shirtless boy in flip flips in the middle of the street. Based on that information, is the claim Two boys are talking in the middle of a street. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",60
1051,1,"A man waiting for the bus in a war torn country. Based on that information, is the claim A man is waiting for a bus sitting on a bench. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",48
1052,0,"A gray rally car is being driven by two adult males while a large white container is tied down on top of the roof. Based on that information, is the claim Two men are in a car. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",56
1053,2,"A group of people are looking at photographs on a wall and speaking to each other. Based on that information, is the claim A group of people are playing baseball. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",49
1054,0,"A young man with glasses and his companion are attempting to do laundry in a public place. Based on that information, is the claim A person with glasses ""Entailment"", ""Contradiction"", or ""Inconclusive""?",46
1055,2,"A group of people on the bark, brightly lighten street, while one man with a gray hat holds a large colorful sign with arrows. Based on that information, is the claim A group of friends sit at a table talking to each other. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",65
1056,2,"A dog jumping into the air. Based on that information, is the claim A dog is swimming. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",36
1057,2,"Several people browse through books at a store with a tile floor. Based on that information, is the claim The people are eating ice cream at Dairy Queen. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",47
1058,1,"A father and his daughter are riding a lawn mover down a street while dressed in American colors. Based on that information, is the claim two people mow lawns for a living on the 4th of july ""Entailment"", ""Contradiction"", or ""Inconclusive""?",60
1059,-1,"Shirtless man with long pole navigates covered boat down a palm tree lined river past a hut. Based on that information, is the claim A man without a shirt is fishing. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",53
1060,2,"Four African boys playing soccer. Based on that information, is the claim Some boys are in the play ground ""Entailment"", ""Contradiction"", or ""Inconclusive""?",37
1061,1,"The hockey players and referee are preparing for a face-off. Based on that information, is the claim The players and referee are getting ready to start the match. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",49
1062,2,"A woman in a gray kimono walks past a black car in the middle of a crowded street full of Japanese signs, with a man in an orange shirt and khaki slacks. Based on that information, is the claim A woman is running in a park. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",70
1063,1,"A girl is swinging, rather high, on a swing with blue ropes with lots of trees in the background. Based on that information, is the claim A girl is swinging, rather high, on a swing with light blue ropes. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",62
1064,0,"One girl sips a soda while another looks on, standing on a street in front of a bunch of bicycles. Based on that information, is the claim A girl drinks a soda on the street ""Entailment"", ""Contradiction"", or ""Inconclusive""?",55
1065,1,"Two young ladies walking down the street together. Based on that information, is the claim The two women bundle up in winter coats as the blizzard sets in. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",48
1066,2,"The indian's are performing a sacred dance. Based on that information, is the claim The Indians are building sand castles. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",41
1067,2,"Three people are dressed in costumes and playing musical instruments. Based on that information, is the claim The people are working at an office. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",43
1068,2,"Everyone is getting ready to play the game. Based on that information, is the claim A group of people watch a movie. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",41
1069,0,"Two little girls, wearing pink hanging on a tube. Based on that information, is the claim Two girls on a tube. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",41
1070,0,"A family smiling on the couch. Based on that information, is the claim People are on a couch ""Entailment"", ""Contradiction"", or ""Inconclusive""?",36
1071,2,"A woman in a blue top and pencil skirt walks by a balding man in a pinstriped suit. Based on that information, is the claim They are walking on top of trees. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",54
1072,2,"A man holds a rope for a boy who's about to climb a wall. Based on that information, is the claim There is a man climbing as the boy holds the rope ""Entailment"", ""Contradiction"", or ""Inconclusive""?",51
1073,1,"Two guys on a couch, one is looking up the other is looking away with a cup in his hand. Based on that information, is the claim They are boyfriends. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",51
1074,1,"Two girls in red life jackets lock oars on a river. Based on that information, is the claim Two girls at a camp. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",43
1075,2,"Two scuba divers inspecting a large metal object in the water. Based on that information, is the claim Two scuba divers are running a marathon. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",46
